social_trust,religion,age,gender,race,children,education,employment,income,rural,extreme_weather,pro_envrnmt,human_nature,cultur3,party,ideol,cncrn_natres,climate_cause,climate_risk,policy4
2.333333333,10,43,1,1,1,4,1,55000,1,3,0.375,2.5,2,3,5,8,1,7,1
5,10,69,0,1,0,5,0,65000,0,3,0.5,5,1,2,0,0,0,5,2
4,8,72,1,1,2,4,0,95000,1,2,0.125,3,2,2,6,1,0,7,2
2.333333333,0,52,0,1,0,7,1,105000,0,3,0.25,2,2,1,4,9,1,8,1
3.833333333,5,47,0,1,1,3,1,70000,0,3,0.25,2.5,1,1,2,8,1,10,1
4.166666667,0,52,0,1,2,6,1,65000,1,1,0.375,1,4,2,6,10,1,7,0
2.833333333,8,37,0,1,2,4,1,24000,0,3,0.625,3,1,1,2,10,1,9,1
4.666666667,10,65,0,1,0,2,1,75000,0,2,0.125,3,1,2,7,8,0,6,1
3.833333333,0,58,0,1,0,3,0,19000,0,3,0.25,2.5,2,1,4,8,0,3,2
6,0,45,1,1,0,4,0,10000,1,3,0.25,1,4,2,6,9,1,7,4
4.333333333,5,59,0,1,0,2,0,5000,0,2,0.25,3,2,4,3,5,0,0,2
4.833333333,10,57,0,1,1,2,1,30000,0,3,0.875,3,4,1,1,1,1,10,4
6.5,9,27,0,0,1,6,1,1.00E+05,0,3,0.25,4.5,4,2,7,9,1,10,4
3.666666667,10,39,0,1,0,4,1,48000,0,2,0.25,1,4,3,4,10,1,10,1
3.166666667,0,35,0,1,0,5,1,37500,0,3,0.375,4,4,3,4,5,0,5,1
3.5,10,70,0,1,0,5,1,80000,0,2,0.375,2,2,3,2,10,1,10,1
4.166666667,8,25,0,1,1,2,0,2.46E+23,1,3,0.875,1,1,1,4,0,0,3,4
4.833333333,8,73,1,1,0,2,0,15972,0,2,0.25,5,4,1,2,10,1,9,1
5.5,8,55,0,1,0,6,0,27000,0,2,0.375,4.5,1,1,3,9,0,9,1
2.5,0,34,0,1,2,6,0,1.00E+05,0,1,0.625,1.5,1,1,2,10,1,10,1
0,6,59,0,1,0,2,0,25000,1,2,0.125,2.5,1,4,4,0,0,5,0
3.333333333,0,47,0,1,1,6,1,62000,0,2,0.125,3.5,3,3,2,8,1,5,1
3.166666667,9,57,0,1,0,5,1,32000,0,3,0.75,1,1,1,5,10,1,9,1
3.333333333,10,66,1,1,1,2,0,20000,0,3,0.125,4,1,4,4,7,0,3,2
5,7,68,0,1,1,6,0,120,0,2,0.125,4,1,3,4,9,1,10,1
3.333333333,2,52,0,1,1,2,0,15,0,3,0.125,1.5,2,2,4,7,0,5,1
6.5,10,38,1,1,1,8,1,3.00E+05,0,3,0.125,5,4,1,1,9,1,10,2
2.166666667,2,26,0,1,1,6,1,22000,0,3,0.125,3,2,3,4,8,0,7,1
5.5,9,29,0,1,1,2,1,35000,0,2,0.125,3.5,4,3,3,7,1,6,4
7,10,37,0,1,3,2,1,25000,1,3,0.25,0,1,1,1,10,1,0,1
3.166666667,6,50,0,1,1,4,0,11000,0,3,0.75,2.5,1,1,2,7,0,9,1
7,8,30,0,1,0,6,1,45000,0,3,0.625,3,1,1,1,9,1,7,4
3.333333333,0,48,0,1,0,6,0,3500,1,3,0.125,1.5,2,2,5,10,0,5,1
4.833333333,5,36,0,1,8,2,0,24000,0,3,0.25,2,4,3,4,8,0,5,2
4.5,9,48,1,1,1,5,1,39000,0,2,0.5,1,3,2,6,9,1,9,1
6,9,51,1,1,0,1,1,8000,0,3,0.375,3.5,3,1,1,10,1,5,1
2.5,0,38,0,1,0,4,1,60000,0,2,0.375,1,4,3,1,10,1,10,1
3.333333333,10,32,0,1,1,2,1,2.00E+06,1,3,0.375,3,3,1,3,2,1,10,2
4.333333333,6,28,0,1,2,4,1,45000,0,2,0.25,2.5,1,1,3,1,1,9,2
4.166666667,4,36,0,1,2,4,0,50000,1,2,0.125,2.5,1,1,1,6,1,5,1
3.833333333,5,41,0,1,2,7,1,75500,0,2,0.25,1.5,4,1,4,7,0,5,2
3.833333333,4,36,0,1,0,6,0,10000,0,2,0.5,1.5,2,1,2,8,1,10,1
4.166666667,0,58,0,1,0,7,1,15000,0,3,0.25,2.5,4,2,5,9,0,10,1
2.166666667,10,68,0,1,0,3,0,33000,1,2,0.25,2,2,1,2,10,1,10,1
4,6,37,0,1,2,6,1,54000,0,3,0.5,1.5,2,3,4,9,1,10,1
1,5,53,1,1,0,4,0,60000,0,2,0.375,4.5,1,2,4,7,1,5,1
4.5,2,28,0,1,1,6,1,40000,1,3,0.5,1,2,3,2,8,1,7,1
2.833333333,0,58,0,1,0,6,0,10500,0,3,0.625,1.5,2,1,1,10,1,10,1
5,2,52,0,1,0,4,0,45000,0,2,0.125,2.5,3,1,3,7,1,10,2
4.333333333,0,41,0,1,4,6,1,65000,0,2,0.375,1,2,2,5,10,1,7,1
4.166666667,6,28,0,1,14,1,1,70000,0,2,0.125,3,1,3,4,5,1,5,2
2.666666667,10,54,0,1,0,6,1,99000,1,1,0,1,1,2,7,7,0,3,1
5,10,66,0,1,0,5,1,30000,0,3,0.5,3,4,1,4,8,1,9,2
2.666666667,1,22,0,1,2,4,0,50000,0,3,0.375,2.5,1,1,5,7,0,8,1
3.333333333,7,30,0,1,1,7,1,105000,0,3,0.25,4.5,2,1,4,6,1,2,1
2.833333333,10,46,0,1,0,5,1,30000,0,2,0.5,4.5,2,2,6,8,1,2,2
4.166666667,2,29,0,1,4,2,0,65000,0,3,0.375,1,2,2,6,9,0,10,1
3.833333333,8,34,0,1,5,2,1,56000,1,3,0.25,0.5,1,1,4,7,0,8,2
2.5,1,51,0,1,0,2,0,15000,1,2,0.25,2,2,3,4,4,0,5,3
5.666666667,10,36,0,1,0,4,0,20000,1,2,0.25,3,2,3,4,10,1,10,1
4.333333333,9,60,0,1,0,2,1,25000,0,2,0.5,2,3,4,4,9,1,5,2
5.166666667,8,29,0,1,0,5,1,40000,0,2,0.125,3,1,3,3,5,0,5,2
3,5,27,0,1,0,6,1,45000,0,3,0.625,3,4,1,4,4,0,0,2
2.5,7,33,0,1,2,6,0,39000,0,3,0.25,3,4,3,4,6,1,6,1
3.833333333,3,38,0,1,2,2,0,25467,1,2,0.125,5,2,1,4,7,0,10,1
3.166666667,10,36,0,1,4,7,1,105000,0,3,0.125,1,3,1,3,7,1,10,1
4,10,64,1,1,0,4,0,25000,0,3,0.375,3,3,3,4,9,1,9,1
4.333333333,7,42,1,1,4,6,1,65000,0,3,0.25,3,3,2,5,7,0,7,2
5.5,10,30,0,1,3,4,0,36,0,3,0.375,4,2,2,1,9,1,10,3
3,5,42,1,1,2,4,1,50000,0,2,0.375,5,1,1,6,3,1,5,2
3.666666667,10,60,1,1,0,4,1,49000,1,2,0.375,3.5,1,1,6,9,1,8,1
4.166666667,6,37,1,1,2,5,0,55000,0,2,0.125,3,1,1,4,7,1,8,1
4,5,21,1,1,0,4,1,15000,0,2,0.125,2,1,2,4,5,0,6,3
3.333333333,1,56,0,1,0,7,1,99000,0,2,0.25,1,2,1,3,10,1,10,1
2.833333333,0,33,0,1,2,4,1,48000,0,3,0.125,2,2,3,1,10,1,10,1
3.666666667,0,71,0,1,0,7,0,51000,0,2,0.5,3,2,2,4,7,1,7,1
3,0,54,1,1,0,7,1,210000,0,3,0.5,1.5,4,1,2,5,1,10,1
2.333333333,0,52,0,1,0,5,1,50000,0,3,0.125,3.5,3,3,3,9,1,8,2
2.5,0,68,0,1,0,3,0,59000,0,3,0.625,1,2,1,2,4,1,6,1
5,4,63,0,1,0,5,0,2.00E+05,0,2,0,2,2,2,4,9,1,7,1
6.666666667,10,30,0,1,2,7,1,600,0,3,0.625,4,3,1,7,9,1,9,1
6,3,67,1,1,0,5,0,24999,0,3,0.375,3,3,2,4,10,1,10,1
5,10,50,0,1,0,1,0,10000,1,2,0.25,3,1,3,2,10,1,10,3
3.166666667,0,56,0,1,1,2,0,56000,1,3,0,3,2,1,2,7,1,9,2
6.666666667,10,27,1,1,1,6,1,5000,0,3,0.25,5,3,1,1,10,0,9,2
4.166666667,1,25,0,1,0,6,1,90000,0,3,0.25,1.5,2,4,1,0,1,8,2
4,8,66,0,1,0,2,0,52000,0,2,0.25,2.5,2,2,7,4,1,8,2
2.666666667,10,73,0,1,0,2,0,15000,0,2,0.25,3.5,2,3,7,1,0,1,3
3.166666667,7,26,0,1,0,6,1,40000,0,3,0.375,2.5,3,1,2,7,1,8,2
3.666666667,7,64,0,1,0,6,0,35000,0,3,0.375,4,2,2,4,7,0,7,2
3.166666667,10,70,1,1,0,6,0,35000,0,2,0.125,1.5,3,3,4,7,1,6,2
3.5,7,73,1,1,0,7,0,148000,0,1,0.375,2,1,2,6,4,0,6,1
4.833333333,1,77,0,1,0,6,0,24000,1,3,0.125,2,2,1,4,6,1,9,2
2.833333333,0,75,1,1,0,7,0,80000,0,3,0.25,3,2,1,2,10,1,9,1
3.5,2,50,1,1,0,2,1,2.00E+05,0,2,0.5,2.5,1,2,7,10,0,3,1
2,0,66,1,1,0,4,0,40000,0,3,0.125,3.5,4,2,4,9,1,10,1
6.166666667,9,36,1,1,1,7,1,160000,0,3,0.5,4.5,3,1,7,8,0,9,2
3.333333333,0,71,1,1,3,4,0,31000,1,2,0,1.5,2,2,5,5,1,8,1
3.666666667,4,70,0,1,0,4,0,1.00E+05,0,3,0.375,3.5,2,2,4,9,0,5,1
5,0,61,1,1,0,6,0,68000,0,3,0.375,1,3,3,5,9,1,7,2
2.5,8,69,0,1,0,7,0,50000,0,3,0.5,2.5,2,3,4,8,1,7,1
3.5,5,65,1,1,0,2,0,24000,0,2,0.25,3,2,2,4,8,1,5,2
4,5,36,1,1,2,7,1,99999,0,2,0.25,3.5,1,3,4,3,0,5,2
2.5,0,67,0,1,0,7,1,51000,0,3,0.375,3,2,3,2,6,1,10,1
4,1,46,1,1,0,6,1,75000,0,3,0.25,3,2,2,6,5,0,4,2
4,8,43,0,1,1,2,0,50000,1,3,0.25,2,1,3,2,10,1,9,1
3.833333333,8,67,1,1,0,2,0,45000,0,2,0.125,2,2,1,4,4,1,6,3
3.166666667,7,40,1,1,2,7,1,125000,0,3,0.5,3.5,3,2,7,10,1,5,1
4,6,42,1,1,2,7,1,150000,0,3,0.375,3,4,3,2,7,1,7,2
4.833333333,4,68,1,1,0,7,0,33000,1,2,0.375,2.5,2,2,7,8,0,8,4
3.166666667,0,32,1,1,0,7,1,117000,0,3,0.5,2.5,4,3,1,10,1,10,1
3.833333333,2,57,1,1,0,6,1,124500,0,3,0.5,3.5,2,3,5,8,1,7,1
6.5,8,35,1,1,1,6,1,150000,0,3,0.25,4.5,2,1,4,10,1,9,2
3.833333333,1,45,1,1,0,6,1,25000,0,3,0.25,2.5,3,1,3,6,1,9,2
4,5,32,1,1,0,2,0,25000,0,2,0,3,1,3,4,5,0,5,2
4.5,7,34,1,1,0,6,1,98000,1,1,0.125,3.5,4,2,2,7,0,4,2
4.333333333,7,34,1,1,3,7,1,70000,0,3,0.5,3.5,1,1,3,7,1,9,1
6,8,46,1,1,1,7,1,2600000,0,2,0.25,4,3,2,7,8,1,5,1
4.833333333,8,75,1,1,0,5,0,80000,1,2,0,1.5,2,1,4,8,0,4,2
4.166666667,5,24,1,1,3,6,1,60000,0,2,0.625,3.5,4,1,2,7,1,6,1
3.5,0,75,1,1,0,4,0,13000,0,2,0.25,1,2,1,4,5,1,10,2
5.166666667,8,20,1,1,0,5,1,1.00E+05,0,2,0.375,3.5,3,3,4,9,0,7,2
4,0,55,1,1,1,6,0,60000,0,2,0,2,3,3,4,8,1,7,2
6.666666667,10,47,1,1,1,7,1,1800000,1,3,0.125,4.5,3,2,1,10,1,7,1
2.666666667,7,66,1,1,2,6,1,35000,1,3,0.375,1.5,2,3,4,8,1,6,1
4,8,74,1,1,0,5,0,72000,0,3,0.125,2.5,1,1,2,5,0,2,2
2.166666667,7,68,1,1,0,3,0,150000,0,3,0.25,2,3,3,4,10,1,8,2
2.666666667,7,44,1,1,1,6,1,148000,0,3,0.5,2,1,2,6,9,1,7,1
3.166666667,3,63,1,1,0,4,0,74000,0,2,0.25,2.5,2,2,5,6,1,8,1
3.833333333,7,68,1,1,0,6,0,29500,0,2,0,2.5,2,3,6,8,1,6,2
4.666666667,7,33,1,1,1,6,0,53000,0,2,0.125,3,2,2,5,8,0,7,2
5,10,62,1,1,0,2,0,50000,1,2,0.125,4.5,4,2,4,8,1,5,1
2.833333333,0,67,1,1,0,4,0,12900,0,2,0.125,1,2,3,4,5,1,9,1
4,5,67,1,1,0,2,0,21400,0,2,0.25,3,3,3,4,4,1,6,2
3,0,51,1,1,0,3,0,13000,0,2,0.25,2,2,3,5,9,1,2,2
4.666666667,5,75,1,1,0,5,0,19000,1,2,0.375,2,1,3,4,5,0,5,1
4,0,79,1,1,0,3,0,53000,1,3,0.25,2.5,4,1,4,9,1,8,1
3.5,10,57,1,1,0,2,0,13000,0,3,0.375,5,4,1,4,9,1,10,1
6.166666667,9,42,1,1,0,6,1,125000,0,3,0.25,4.5,2,2,6,10,1,7,1
2.333333333,0,37,0,1,0,6,1,78000,0,2,0.25,1,2,4,3,10,1,10,1
4.5,8,31,1,1,1,6,1,450000,0,2,0.375,3,3,1,6,7,0,7,2
4,8,48,0,1,1,4,0,30000,0,3,0.125,4,3,1,2,7,1,8,1
3,0,54,1,1,0,2,0,50000,0,2,0.5,1,3,1,1,10,1,10,1
2.833333333,8,27,0,1,NA,4,0,NA,1,1,0.5,2.5,4,3,4,10,1,7,1
4.666666667,10,56,1,1,0,5,1,70000,0,3,0.625,2.5,3,1,4,10,0,8,1
4,4,32,0,1,0,7,1,80000,0,2,0.125,3,4,3,4,5,1,7,2
2.166666667,0,51,0,1,0,5,0,15000,0,2,0,1,2,1,3,9,1,9,1
5,10,57,1,1,0,4,0,12000,0,3,0.375,1,3,1,3,10,1,10,1
4,0,52,0,1,2,5,0,9000,1,2,0.125,3,2,1,4,5,0,0,2
4,2,34,0,1,2,2,1,12000,0,3,0.125,2.5,1,2,6,9,1,9,3
3.166666667,7,54,1,1,0,2,0,15720,0,3,0.25,1,4,1,4,9,1,8,1
5,0,68,0,1,0,4,0,150000,1,2,0.375,3,2,2,5,7,1,7,2
2.333333333,7,31,0,1,2,4,0,56000,0,3,0,3.5,2,2,6,3,1,5,2
3.5,10,57,0,1,0,4,0,49000,1,3,0.125,3,2,1,1,9,1,10,1
3.5,0,36,1,1,0,7,1,110000,0,3,0.5,2,2,1,3,9,1,10,1
3.5,2,28,1,1,0,2,1,20,0,2,0.125,3,1,2,3,6,1,4,4
2.833333333,10,45,0,1,0,2,0,27000,0,0,0.5,3,3,4,7,5,0,6,1
5.166666667,3,67,1,1,0,6,0,26000,0,2,0.25,4,2,3,4,8,0,9,1
3.833333333,10,69,1,1,0,6,0,37000,0,2,0.125,4,2,3,7,4,0,0,3
3,10,35,0,1,1,7,1,3.00E+06,0,2,0.375,2.5,2,3,4,7,0,6,2
3.5,0,57,1,1,0,5,0,48000,1,2,0.5,2.5,1,2,6,7,1,5,1
3.166666667,8,26,0,1,0,6,0,75000,1,2,0.25,1.5,2,2,6,6,0,5,3
3.166666667,0,30,0,1,0,4,0,2.00E+05,0,3,0.375,1,2,3,4,3,0,7,2
3.666666667,0,42,0,1,0,6,1,24500,1,3,0.375,2.5,1,1,1,8,1,7,1
2.833333333,0,66,1,1,0,6,1,125000,0,3,0.25,1,4,3,1,10,1,10,1
4.833333333,5,69,1,1,0,6,0,67000,0,2,0.375,3.5,2,3,7,7,0,5,2
3.5,8,86,1,1,0,6,0,41000,1,1,0.125,4,4,1,1,8,1,9,2
3,0,68,1,1,0,4,0,11700,0,2,0.5,3,3,4,1,10,1,5,1
2.5,0,68,1,1,0,6,1,52500,0,3,0.25,2,2,1,1,9,1,8,1
4.5,8,22,1,1,1,6,0,38000,0,1,0.375,4,3,1,2,5,1,8,1
4,0,71,1,1,0,6,0,25000,0,2,0,3,4,1,1,5,1,10,1
6.333333333,9,32,1,1,1,6,1,150,0,3,0.25,4,4,1,4,9,1,8,2
3.5,0,23,1,1,0,0,0,0,1,1,0.125,3.5,2,3,1,0,1,0,2
4,4,76,1,1,0,6,1,82400,1,3,0.25,2,2,2,5,9,1,9,1
2.5,0,64,1,1,0,5,0,41000,1,3,0.375,2,2,3,3,10,1,6,1
4.166666667,9,54,0,1,0,5,1,24000,0,3,0.375,3,2,2,6,7,0,3,1
4.5,10,56,0,1,NA,1,1,75000,1,3,0.125,1,4,0,0,10,1,10,1
6,10,39,0,1,2,2,1,28000,1,2,0.5,3,4,2,7,10,1,10,2
3.5,10,87,0,1,0,7,0,48000,0,2,0,3.5,1,2,7,8,0,6,2
4,5,36,1,1,2,7,1,90000,0,1,0.125,3.5,3,3,4,4,0,8,2
3.666666667,7,48,0,1,3,2,1,42000,0,2,0.125,5,2,3,5,4,0,3,2
4.833333333,7,78,1,1,0,6,1,150000,0,2,0.375,3,1,2,5,6,0,7,2
1.5,7,46,0,1,0,6,1,150000,0,3,0.25,3,3,3,4,10,0,0,2
3.333333333,9,68,1,1,0,6,0,1.00E+05,1,2,0.25,3,4,1,4,8,1,9,2
2.333333333,10,66,1,1,0,6,0,1.00E+05,0,2,0.25,4,4,2,4,5,0,3,2
3.833333333,10,61,1,1,0,6,0,39999,0,1,0.125,3,4,2,7,9,0,3,2
4.333333333,7,57,1,1,1,7,1,450000,1,1,0.125,4,4,2,6,4,0,3,2
3.666666667,7,74,1,1,0,4,0,105000,0,1,0.25,2.5,2,2,6,5,1,6,2
4.166666667,5,70,1,1,0,6,0,125000,1,2,0.375,3.5,2,2,7,5,0,5,4
2.666666667,0,53,0,1,1,6,1,75000,0,3,0.25,2.5,2,3,4,10,1,8,1
4.5,0,57,1,1,0,0,1,54000,0,2,0.25,1,3,3,6,10,1,8,1
4.166666667,10,64,1,1,0,6,0,55000,1,2,0.5,4,2,2,5,8,1,6,1
3.5,9,58,1,1,0,6,0,150000,0,2,0.375,2.5,2,2,6,7,0,6,3
4.5,10,83,1,1,0,7,0,160000,1,1,0.75,3,1,3,6,9,0,3,2
4,10,66,0,1,0,7,0,150000,0,3,0.25,3.5,2,2,7,7,1,5,1
5,10,62,0,1,0,4,0,35000,1,2,0.375,1.5,2,4,7,6,0,2,1
3.833333333,10,58,1,1,0,6,0,140000,0,2,0.25,3,2,2,7,7,0,1,2
5.166666667,7,69,1,1,0,8,0,130000,0,3,0.25,2,3,1,1,10,1,10,1
3.333333333,6,62,0,1,0,8,0,70000,1,3,0.5,2,1,1,2,10,1,8,2
3.166666667,10,61,0,1,0,6,1,54000,0,1,0.125,3,2,2,6,3,0,2,4
4,9,66,1,1,0,6,0,95000,0,2,0,1.5,4,2,6,8,0,5,2
2.666666667,10,40,0,1,0,6,1,80000,0,3,0.25,1.5,1,4,6,9,1,8,2
4.5,7,65,1,1,0,6,1,125000,0,1,0.25,3,2,2,5,9,1,5,2
1.833333333,0,62,1,1,0,6,1,82000,0,3,0.125,3,1,1,2,8,1,9,1
3.833333333,7,54,1,1,1,8,1,140000,0,2,0.375,3,1,3,6,5,0,3,2
3.833333333,5,61,1,1,0,6,0,199999,0,3,0.125,3,4,1,3,10,1,10,1
5,5,25,0,1,0,6,0,70000,0,1,0.5,3.5,2,2,5,6,1,4,2
5,2,69,1,1,0,2,0,80000,1,3,0.25,3,1,2,7,10,1,7,2
2.5,2,65,1,1,0,6,0,124000,1,3,0.5,3,1,2,3,8,1,9,1
1.833333333,0,72,0,1,0,6,0,61000,0,1,0,3,2,1,2,10,1,10,1
5,5,66,0,1,0,4,0,50000,0,2,0.25,3.5,3,1,4,9,1,8,1
3.833333333,8,53,0,1,1,3,1,80000,0,3,0.625,3.5,1,2,4,8,1,6,2
3.333333333,9,65,0,1,0,5,0,49000,0,1,0.125,4.5,1,1,6,7,1,8,1
3.833333333,0,37,0,1,0,2,1,75000,0,3,0.375,1.5,2,1,1,10,1,10,1
4.833333333,6,65,0,1,0,2,0,90000,0,1,0.375,3.5,2,2,5,3,0,7,2
3.666666667,10,56,0,1,0,6,1,140000,0,1,0,3,3,3,4,8,0,5,2
5.333333333,10,53,0,1,0,6,1,150000,1,3,0.375,3.5,3,3,2,9,1,9,1
2.833333333,10,70,0,1,0,5,0,80000,1,2,0.375,3,1,2,6,8,0,6,1
5.166666667,0,49,1,1,0,6,0,26500,1,3,0.5,2,2,3,3,10,1,10,1
2.333333333,4,38,0,1,0,2,1,75000,0,3,0.125,2,3,1,1,10,1,10,1
3.833333333,0,71,1,1,0,6,0,50000,0,1,0.25,3,2,2,6,8,0,0,2
4.333333333,10,71,1,1,0,6,0,135000,0,3,0.5,3,2,0,6,7,0,4,1
4.333333333,9,38,0,1,3,6,1,60000,0,3,0.25,2.5,2,3,5,5,1,4,3
4,8,73,1,1,0,6,1,125000,0,2,0.125,4,2,2,6,8,0,4,2
4.666666667,10,70,0,1,0,2,1,115000,0,1,0.125,4.5,1,4,7,9,1,5,2
3,10,64,1,1,0,7,1,115000,0,2,0.125,2,2,3,5,4,0,2,2
3.833333333,10,67,1,1,0,3,1,97000,1,2,0.25,2.5,2,2,7,5,0,2,4
3.166666667,6,67,0,1,0,6,0,50000,1,3,0.25,2,2,3,3,10,1,10,1
3.666666667,10,32,1,1,0,6,1,125000,0,2,0.25,3,1,3,4,8,1,7,3
4.833333333,7,64,0,1,0,4,0,70000,0,3,0.375,1,2,2,3,10,1,9,1
4.166666667,8,65,1,1,1,6,1,75000,0,2,0.5,3.5,3,2,4,7,1,6,1
3.333333333,9,60,1,1,0,4,0,95000,0,3,0.25,3,1,1,1,10,1,10,1
3.833333333,8,74,0,1,0,4,1,32000,0,2,0,2.5,1,2,5,6,0,5,2
4,10,70,1,1,0,4,1,70000,0,1,0.25,3,2,2,5,7,0,0,2
4.333333333,10,72,0,1,0,3,0,52000,1,1,0.375,5,1,2,7,6,0,1,1
3.5,10,61,1,1,0,5,1,66000,0,2,0,2.5,1,3,6,3,0,0,2
4,8,66,1,1,0,7,0,60000,0,2,0.25,2,1,3,6,3,0,2,2
4.333333333,7,68,1,1,0,4,0,55000,0,2,0.5,2,4,2,4,3,0,0,2
4.333333333,5,56,1,1,1,6,1,95000,0,1,0.375,3.5,4,2,5,7,1,7,1
4.333333333,10,65,1,1,0,6,1,250000,0,2,0.25,1,2,2,6,4,0,2,3
3.5,10,73,0,1,1,3,1,121000,0,1,0.25,2,2,2,6,3,0,2,2
2.666666667,10,59,1,1,0,7,1,50000,1,2,0.125,3,2,2,7,9,0,5,2
4,10,81,1,1,0,2,0,150000,0,2,0.375,2.5,4,2,4,9,1,9,1
1.833333333,5,66,0,1,0,4,0,65000,0,3,0.25,2.5,4,1,1,10,1,10,1
4.666666667,10,61,1,1,0,7,1,250000,0,1,0.375,4.5,1,2,6,1,0,3,4
3.666666667,3,67,0,1,0,4,0,31000,1,2,0.375,3,2,2,5,6,0,6,2
5,4,40,1,1,2,7,1,90000,0,2,0.25,5,4,2,2,10,0,7,2
4.333333333,8,33,0,1,2,2,1,67000,1,3,0.25,2.5,2,2,5,7,0,3,2
3.333333333,10,57,0,1,0,3,1,30000,0,3,0.375,2,3,1,4,10,1,10,1
4.166666667,3,64,1,1,0,7,0,117000,0,3,0.125,2,3,3,3,1,1,7,2
3,10,49,0,1,1,6,0,195000,0,1,0.375,1,4,2,7,10,0,4,3
3.666666667,9,71,0,1,0,3,0,3126,0,1,0.125,2.5,4,1,4,7,0,6,2
3,10,63,1,1,0,5,1,124000,1,2,0.5,1,2,1,4,10,1,10,1
4,10,59,0,1,0,6,1,95000,1,2,0,2,2,1,2,8,1,7,2
3.833333333,10,62,0,1,0,4,1,1.00E+05,1,3,0.5,1.5,2,2,7,5,0,2,2
3.666666667,7,56,1,1,0,7,1,2.00E+05,0,2,0.125,3,2,2,6,0,0,0,4
3.666666667,0,42,0,1,0,6,1,55000,0,2,0.125,1.5,2,3,1,9,1,10,1
3.833333333,10,34,0,1,2,5,0,75000,0,2,0.125,1.5,2,2,6,6,1,6,1
4,0,33,0,1,0,2,1,42000,0,2,0.25,2,2,3,4,9,1,5,1
2.833333333,0,51,0,1,1,4,1,33000,0,3,0,1,3,1,3,10,1,10,1
4.166666667,9,73,1,1,0,6,0,45000,0,1,0.25,2.5,2,2,7,9,1,6,1
1.666666667,10,57,1,1,0,5,1,62000,0,3,0.375,1,3,2,7,10,1,10,1
1.666666667,7,76,0,1,0,4,0,31000,0,3,0.375,2,1,1,4,9,1,7,1
3.166666667,10,81,1,1,0,7,0,120000,0,2,0,2.5,2,2,6,5,0,1,1
3.166666667,5,67,1,1,0,6,1,35000,0,1,0.25,2.5,3,1,2,10,1,9,1
3.166666667,0,68,1,1,0,7,0,95000,0,2,0,2.5,3,1,3,8,1,9,1
2.833333333,10,41,0,1,0,6,0,20000,0,2,0.5,3,2,3,4,5,1,2,2
3.833333333,0,70,1,1,0,7,0,70000,0,2,0,3,2,3,6,3,1,4,2
3.5,10,38,1,1,3,6,0,63000,0,1,0.125,3.5,2,2,7,2,0,1,4
4,5,72,0,1,0,4,0,16000,0,2,0.125,2.5,2,1,4,9,1,8,3
4.333333333,7,70,1,1,0,4,0,13788,1,3,0.375,3,2,3,4,6,1,8,1
3.833333333,10,74,1,1,0,6,0,195000,0,1,0.25,3,2,2,6,4,0,2,1
3,8,39,0,1,1,5,1,50000,0,1,0.25,2.5,4,1,4,10,1,10,1
3.333333333,10,55,1,1,0,3,1,1.00E+05,1,1,0.125,2.5,1,1,7,7,0,1,3
3.5,3,87,1,1,0,8,0,124000,0,3,0.25,1.5,2,1,2,8,1,8,1
3.666666667,8,51,1,1,0,6,1,168000,0,2,0.5,1,2,2,6,9,0,3,2
2.5,9,65,1,1,0,7,0,64000,0,2,0.25,2.5,4,1,4,5,1,7,1
5,2,38,0,1,2,2,0,36000,1,3,0.375,2.5,4,3,4,3,1,9,1
4.333333333,0,67,0,1,0,3,1,125000,1,2,0.125,3.5,4,1,4,7,0,5,2
3,10,36,0,1,2,5,0,49000,0,3,0.5,2.5,2,2,5,8,1,5,1
4,8,69,1,1,0,6,0,40000,0,2,0.625,2,4,2,6,6,0,7,2
1.833333333,0,64,0,1,0,4,1,50000,0,1,0.5,3,1,2,6,7,0,5,1
4.666666667,10,71,0,1,0,2,0,50000,0,2,0.375,1.5,4,2,6,9,0,6,1
2.666666667,1,74,0,1,0,7,0,105000,1,3,0.375,1.5,2,1,3,10,1,9,2
3.666666667,10,64,1,1,0,6,1,104000,0,2,0.5,2.5,2,3,5,6,1,1,2
3,6,71,0,1,0,2,0,50000,0,2,0.5,3,2,3,6,5,0,3,2
3.5,1,64,0,1,0,7,0,125000,0,1,0,3.5,1,1,3,5,1,7,2
4.833333333,7,42,0,1,1,4,1,80000,0,0,0.125,2,2,2,5,8,1,6,1
5.333333333,8,54,0,1,0,2,0,0,1,2,0.5,3.5,2,2,6,7,0,0,2
2,9,71,1,1,0,6,1,50000,0,2,0.375,3,1,2,7,9,0,1,2
2.833333333,5,65,0,1,0,3,0,54000,0,2,0.25,2.5,2,2,6,8,1,7,2
4.166666667,2,64,1,1,0,7,1,80000,0,1,0.125,4,2,3,4,9,1,8,1
4.333333333,10,54,0,1,0,6,0,84000,0,2,0.25,1.5,2,2,5,10,1,7,3
4.833333333,10,61,0,1,0,6,1,65000,0,2,0.5,2.5,3,2,7,5,1,7,1
3.666666667,5,63,1,1,0,2,1,74000,0,2,0.5,2.5,1,2,5,7,1,3,2
2.833333333,8,60,0,1,0,7,1,120000,1,2,0.375,3,1,2,5,10,1,7,1
1.666666667,10,59,0,1,0,6,1,112000,0,2,0.25,2,4,2,4,8,1,8,2
3.333333333,10,67,0,1,0,2,1,109000,0,1,0.25,2,1,2,6,8,1,4,2
